stop_name,time
本町通一丁目,17:37
本町通一丁目,18:02
本町通一丁目,18:27
本町通一丁目,18:57
本町通一丁目,19:37
本町通一丁目,20:32
本町通一丁目,21:32
本町通二丁目,6:47
本町通二丁目,7:23
本町通二丁目,7:38
本町通二丁目,7:53
本町通二丁目,8:03
本町通二丁目,8:33
本町通二丁目,9:13
本町通二丁目,9:43
本町通二丁目,10:13
本町通二丁目,10:43
本町通二丁目,11:13
本町通二丁目,11:43
本町通二丁目,12:13
本町通二丁目,12:43
本町通二丁目,13:13
本町通二丁目,13:43
本町通二丁目,14:13
本町通二丁目,14:43
本町通二丁目,15:13
本町通二丁目,15:43
本町通二丁目,16:13
本町通二丁目,↓
本町通二丁目,16:43
本町通二丁目,17:03
本町通二丁目,17:23
本町通二丁目,17:38
本町通二丁目,18:03
本町通二丁目,18:28
本町通二丁目,18:58
本町通二丁目,19:38
本町通二丁目,20:33
本町通二丁目,21:33
本町通三丁目,6:48
本町通三丁目,7:24
本町通三丁目,7:39
本町通三丁目,7:54
本町通三丁目,8:04
本町通三丁目,8:34
本町通三丁目,9:14
本町通三丁目,9:44
本町通三丁目,10:14
本町通三丁目,10:44
本町通三丁目,11:14
本町通三丁目,11:44
本町通三丁目,12:14
本町通三丁目,12:44
本町通三丁目,13:14
本町通三丁目,13:44
本町通三丁目,14:14
本町通三丁目,14:44
本町通三丁目,15:14
本町通三丁目,15:44
本町通三丁目,16:14
本町通三丁目,↓
本町通三丁目,16:44
本町通三丁目,17:04
本町通三丁目,17:24
本町通三丁目,17:39
本町通三丁目,18:04
本町通三丁目,18:29
本町通三丁目,18:59
本町通三丁目,19:39
本町通三丁目,20:34
本町通三丁目,21:34
中央通三丁目,6:49
中央通三丁目,7:25
中央通三丁目,7:40
中央通三丁目,7:55
中央通三丁目,8:05
中央通三丁目,8:35
中央通三丁目,9:15
中央通三丁目,9:45
中央通三丁目,10:15
中央通三丁目,10:45
中央通三丁目,11:15
中央通三丁目,11:45
中央通三丁目,12:15
中央通三丁目,12:45
中央通三丁目,13:15
中央通三丁目,13:45
中央通三丁目,14:15
中央通三丁目,14:45
中央通三丁目,15:15
中央通三丁目,15:45
中央通三丁目,16:15
中央通三丁目,↓
中央通三丁目,16:45
中央通三丁目,17:05
中央通三丁目,17:25
中央通三丁目,17:40
中央通三丁目,18:05
中央通三丁目,18:30
中央通三丁目,19:00
中央通三丁目,19:40
中央通三丁目,20:35
中央通三丁目,21:35
大通三丁目,6:51
大通三丁目,7:27
大通三丁目,7:42
大通三丁目,7:57
大通三丁目,8:07
大通三丁目,8:37
大通三丁目,9:17
大通三丁目,9:47
大通三丁目,10:17
大通三丁目,10:47
大通三丁目,11:17
大通三丁目,11:47
大通三丁目,12:17
大通三丁目,12:47
大通三丁目,13:17
大通三丁目,13:47
大通三丁目,14:17
大通三丁目,14:47
大通三丁目,15:17
大通三丁目,15:47
大通三丁目,16:17
大通三丁目,16:46
大通三丁目,16:47
大通三丁目,17:07
大通三丁目,17:27
大通三丁目,17:42
大通三丁目,18:07
大通三丁目,18:32
大通三丁目,19:02
大通三丁目,19:42
大通三丁目,20:37
大通三丁目,21:37
開運橋,6:53
開運橋,7:29
開運橋,7:44
開運橋,7:59
開運橋,8:09
開運橋,8:39
開運橋,9:19
開運橋,9:49
開運橋,10:19
開運橋,10:49
開運橋,11:19
開運橋,11:49
開運橋,12:19
開運橋,12:49
開運橋,13:19
開運橋,13:49
開運橋,14:19
開運橋,14:49
開運橋,15:19
開運橋,15:49
開運橋,16:19
開運橋,16:48
開運橋,16:49
開運橋,17:09
開運橋,17:29
開運橋,17:44
開運橋,18:09
開運橋,18:34
開運橋,19:04
開運橋,19:44
開運橋,20:39
開運橋,21:39
盛岡駅前,6:59
盛岡駅前,7:38
盛岡駅前,7:58
盛岡駅前,8:13
盛岡駅前,8:23
盛岡駅前,8:53
盛岡駅前,9:28
盛岡駅前,9:58
盛岡駅前,10:28
盛岡駅前,10:58
盛岡駅前,11:28
盛岡駅前,11:58
盛岡駅前,12:28
盛岡駅前,12:58
盛岡駅前,13:28
盛岡駅前,13:58
盛岡駅前,14:28
盛岡駅前,14:58
盛岡駅前,15:28
盛岡駅前,15:58
盛岡駅前,16:28
盛岡駅前,16:53
盛岡駅前,16:58
盛岡駅前,17:18
盛岡駅前,17:38
盛岡駅前,17:53
盛岡駅前,18:18
盛岡駅前,18:43
盛岡駅前,19:13
盛岡駅前,19:53
盛岡駅前,20:48
盛岡駅前,21:43
